nsmoid,weight,hispan,race,mortgage_reason,sale_proceeds,savings_retire_etc,govt_np_asst,second_lien_heloc,gift,seller_cont,total_hh_inc,race_eth
300001,1713.5919025522,1,1,2,-2,0,0,0,0,-2,3,Hispanic
300002,1028.74925806451,2,2,2,-2,0,0,0,0,-2,1,Black
300003,715.49376146789,2,1,1,2,0,0,0,1,2,5,White
300004,827.881516587677,2,1,1,2,1,0,0,0,2,4,White
300005,919.748580323785,2,1,1,1,1,0,0,0,2,4,White
300006,1645.71716535433,2,2,2,-2,0,0,0,0,-2,5,Black
300007,877.572510121457,2,1,2,-2,0,0,0,0,-2,3,White
300008,1367.90560509554,2,1,1,2,0,0,0,0,1,2,White
300009,1661.39722222222,2,1,1,1,0,0,0,0,2,4,White
300010,614.987678571428,2,3,2,-2,0,0,0,0,-2,6,Asian
300011,1112.94,2,1,4,-2,0,0,0,0,-2,2,White
300012,1387.14545454545,2,1,2,-2,0,0,0,0,-2,3,White
300013,1585.3549090909,2,1,1,2,1,0,0,0,1,5,White
300014,710.589417040358,1,1,2,-2,0,0,0,0,-2,5,Hispanic
300015,1156.14854961832,2,3,1,2,0,0,0,0,2,5,Asian
300016,3196.11833333333,2,1,1,2,1,0,0,0,2,3,White
300017,1219.4608219178,2,1,2,-2,0,0,0,0,-2,6,White
300018,1786.20923913043,2,1,1,1,0,0,0,0,2,4,White
300019,702.661897435897,2,1,2,-2,0,0,0,0,-2,5,White
300020,935.36015936255,2,2,2,-2,0,0,0,0,-2,5,Black
300021,848.22081300813,2,1,1,1,0,0,0,0,1,6,White
300022,1014.68577272727,2,1,1,2,0,0,0,0,2,5,White
300023,607.868699551569,2,1,1,2,1,0,1,1,2,5,White
300024,1782.47959183673,2,1,1,1,0,0,0,1,2,2,White
300025,1437.58727477477,2,1,1,1,1,0,0,0,2,5,White
300026,1219.77460674157,2,1,2,-2,0,0,0,0,-2,6,White
300027,1292.63273584905,2,1,2,-2,0,0,0,0,-2,6,White
300028,1706.6544117647,2,1,2,-2,0,0,0,0,-2,1,White
300029,719.765789473684,2,1,1,2,1,0,0,0,2,5,White
300030,1583.49107913669,2,1,2,-2,0,0,0,0,-2,2,White
300031,903.160580357142,2,1,2,-2,0,0,0,0,-2,5,White
300032,1107.64051948051,2,1,1,1,1,0,0,0,2,6,White
300033,804.405672268907,2,1,1,1,0,1,0,0,2,5,White
300034,528.266221374045,2,1,1,1,0,0,0,0,2,6,White
300035,598.638181818182,1,1,2,-2,0,0,0,0,-2,6,Hispanic
300036,1042.62691729323,2,1,1,2,0,0,0,1,2,3,White
300037,947.346011904762,2,1,2,-2,0,0,0,0,-2,4,White
300038,1464.00454545454,2,1,1,2,1,0,0,0,1,4,White
300039,507.918926174496,2,1,1,2,1,0,0,0,2,5,White
300040,919.748580323785,2,1,2,-2,0,0,0,0,-2,3,White
300041,848.424903474903,2,1,1,1,0,0,0,0,2,5,White
300042,928.587975460122,2,3,1,2,0,0,0,0,2,5,Asian
300043,666.955107692307,2,2,2,-2,0,0,0,0,-2,2,Black
300044,2092.78142857142,2,1,1,2,1,0,0,0,1,5,White
300045,1601.82837209302,2,1,1,2,1,0,0,0,2,5,White
300046,1575.67382550335,2,1,2,-2,0,0,0,0,-2,3,White
300047,811.111813953488,2,2,2,-2,0,0,0,0,-2,6,Black
300048,1021.4125,2,1,1,1,1,0,0,1,2,4,White
300049,1619.82040816326,2,1,1,2,1,0,0,1,2,2,White
300050,1417.0124137931,2,1,2,-2,0,0,0,0,-2,6,White
300051,507.918926174496,2,1,1,2,1,0,0,0,2,3,White
300052,760.054480286738,2,3,2,-2,0,0,0,0,-2,5,Asian
300053,580.189549549549,2,3,5,-2,0,0,0,0,-2,1,Asian
300054,1028.74925806451,2,1,1,2,1,0,0,0,1,2,White
300055,4461.32042553191,1,1,1,2,1,0,0,1,1,2,Hispanic
300056,1331.87908396946,2,1,2,-2,0,0,0,0,-2,5,White
300057,1693.53692307692,1,1,1,2,1,0,0,0,2,5,Hispanic
300058,1168.32373913043,2,1,4,-2,0,0,0,0,-2,5,White
300059,621.015256410256,2,1,1,1,0,0,0,0,2,6,White
300060,648.307522123893,2,1,2,-2,0,0,0,0,-2,5,White
300061,908.275121951219,2,1,1,2,1,0,0,0,2,5,White
300062,698.163063829787,2,1,2,-2,0,0,0,0,-2,1,White
300063,700.158235294117,2,1,1,1,0,0,0,0,2,4,White
300064,882.352606060606,2,1,1,2,1,0,0,0,2,6,White
300065,919.748580323785,2,1,2,-2,0,0,0,0,-2,5,White
300066,919.748580323785,2,1,2,-2,0,0,0,0,-2,5,White
300067,935.36015936255,2,1,2,-2,0,0,0,0,-2,2,White
300068,1437.58727477477,2,1,2,-2,0,0,0,0,-2,2,White
300069,935.36015936255,2,1,1,1,0,0,0,0,1,5,White
300070,1450.20449438202,2,1,1,2,0,1,0,0,2,4,White
300071,1924.4040517241301,2,2,2,-2,0,0,0,0,-2,3,Black
300072,919.748580323785,2,1,2,-2,0,0,0,0,-2,5,White
300073,1026.83716535433,2,1,2,-2,0,0,0,0,-2,3,White
300074,1646.92868217054,2,1,1,1,0,0,0,0,2,6,White
300075,609.074125874126,2,1,2,-2,0,0,0,0,-2,3,White
300076,711.373893805309,2,1,2,-2,0,0,0,0,-2,5,White
300077,1292.92058823529,2,3,1,2,0,0,0,0,2,3,Asian
300078,1437.58727477477,2,1,2,-2,0,0,0,0,-2,5,White
300079,2650.40322580645,2,1,1,2,0,0,0,0,2,6,White
300080,1361.98937007874,2,1,1,2,1,0,0,0,2,5,White
300081,1081.6302259887,1,4,2,-2,0,0,0,0,-2,1,Hispanic
300082,2475.51578947368,2,1,1,1,0,0,0,0,2,1,White
300083,1829.35781609195,2,1,1,1,0,0,0,0,2,3,White
300084,1042.62691729323,2,1,1,2,1,0,0,0,1,6,White
300085,827.881516587677,2,1,1,2,1,0,0,0,2,5,White
300086,1531.4406849315,2,1,2,-2,0,0,0,0,-2,3,White
300087,1028.74925806451,2,1,2,-2,0,0,0,0,-2,6,White
300088,919.748580323785,2,1,2,-2,0,0,0,0,-2,4,White
300089,1042.62691729323,2,1,1,2,1,0,0,0,1,5,White
300090,937.545099337748,2,1,1,2,0,0,0,0,2,4,White
300091,507.918926174496,2,1,2,-2,0,0,0,0,-2,1,White
300092,621.015256410256,2,1,2,-2,0,0,0,0,-2,5,White
300093,907.819121621622,1,1,1,1,1,0,0,0,2,2,Hispanic
300094,710.123333333333,2,1,2,-2,0,0,0,0,-2,2,White
300095,5824.50166666666,2,1,1,2,1,0,0,0,2,5,White
300096,561.782976190476,2,2,1,2,1,0,0,0,2,5,Black
300097,2499.53571428571,1,1,1,2,1,0,0,0,2,3,Hispanic
300098,1838.56246753246,2,1,5,-2,0,0,0,0,-2,6,White
300099,978.549565217391,2,1,2,-2,0,0,0,0,-2,4,White
300100,2096.8206,2,1,1,2,1,1,0,0,1,2,White
300101,878.747368421052,2,1,1,2,1,0,0,0,2,6,White
300102,2677.61710144927,2,1,2,-2,0,0,0,0,-2,4,White
300103,1131.54621621621,2,1,2,-2,0,0,0,0,-2,2,White
300104,1516.37581395348,2,1,1,2,1,0,0,0,2,5,White
300105,1181.72856115107,2,1,2,-2,0,0,0,0,-2,3,White
300106,559.157456445993,2,1,2,-2,0,0,0,0,-2,4,White
300107,2355.39259259259,2,3,2,-2,0,0,0,0,-2,6,Asian
300109,1713.5919025522,2,1,1,2,1,0,0,1,2,3,White
300110,1028.74925806451,2,1,2,-2,0,0,0,0,-2,3,White
300111,1432.90472972972,2,2,1,2,1,0,0,1,2,3,Black
300112,1700.22743119266,2,4,2,-2,0,0,0,0,-2,6,other or multiple races
300113,711.571402877697,2,1,1,1,0,0,0,0,2,2,White
300114,587.704919614148,2,1,2,-2,0,0,0,0,-2,5,White
300115,1829.35781609195,2,1,1,2,1,0,0,0,1,5,White
300116,1569.58272727272,2,3,2,-2,0,0,0,0,-2,6,Asian
300117,1112.94,2,1,1,2,1,0,0,1,2,5,White
300118,2049.07921568627,2,1,1,2,0,0,0,0,1,3,White
300119,1924.4040517241301,2,1,2,-2,0,0,0,0,-2,6,White
300120,598.638181818182,2,1,2,-2,0,0,0,0,-2,1,White
300121,1151.24469135802,2,1,2,-2,0,0,0,0,-2,2,White
300122,804.60679245283,1,1,1,1,0,0,0,0,2,3,Hispanic
300123,1887.93647058823,2,1,2,-2,0,0,0,0,-2,1,White
300124,710.123333333333,2,1,2,-2,0,0,0,0,-2,5,White
300125,643.046857142857,2,1,1,2,1,0,0,0,2,1,White
300126,2080.6764556962,2,1,1,2,0,0,0,0,2,1,White
300127,2136.74267605633,2,4,1,2,1,0,0,1,1,6,other or multiple races
300128,919.748580323785,2,1,1,2,1,0,0,0,2,4,White
300129,1123.18054545454,2,3,1,2,1,0,0,1,2,3,Asian
300130,598.638181818182,2,2,2,-2,0,0,0,0,-2,5,Black
300131,2674.00078125,2,1,1,2,1,0,0,1,1,4,White
300132,609.074125874126,2,1,1,2,1,0,0,0,2,4,White
300133,2586.21829268292,1,1,1,2,0,1,0,0,2,5,Hispanic
300134,1219.77460674157,1,1,2,-2,0,0,0,0,-2,6,Hispanic
300135,615.241860465116,1,1,2,-2,0,0,0,0,-2,4,Hispanic
300136,2178.92603174603,2,1,1,2,1,0,0,0,2,5,White
300137,507.918926174496,2,1,2,-2,0,0,0,0,-2,4,White
300138,580.189549549549,2,1,1,2,1,0,1,0,1,5,White
300139,1208.76941080196,2,1,2,-2,0,0,0,0,-2,5,White
300140,474.536322869955,2,1,1,2,1,0,0,0,2,5,White
300141,1026.83716535433,2,3,2,-2,0,0,0,0,-2,6,Asian
300142,1103.0313253012,2,1,1,2,1,0,0,1,2,4,White
300143,1293.01951219512,2,1,2,-2,0,0,0,0,-2,3,White
300144,1292.92058823529,2,1,2,-2,0,0,0,0,-2,5,White
300145,827.881516587677,2,1,1,1,1,0,0,0,2,4,White
300146,1785.4377173913,2,1,1,2,1,0,0,0,1,5,White
300147,1191.68468468468,2,1,1,2,1,0,0,0,2,5,White
300148,2913.87970588235,2,3,2,-2,0,0,0,0,-2,5,Asian
300149,1113.29147540983,2,1,1,1,1,0,0,0,2,6,White
300150,709.852526315789,2,1,1,1,0,0,0,0,2,3,White
300151,609.074125874126,2,1,2,-2,0,0,0,0,-2,3,White
300152,709.852526315789,2,1,2,-2,0,0,0,0,-2,4,White
300153,3196.11833333333,2,2,2,-2,0,0,0,0,-2,4,Black
300154,2913.87970588235,1,1,1,2,0,0,0,0,2,5,Hispanic
300155,538.198736842105,2,1,1,2,1,0,0,0,2,4,White
300156,2499.53571428571,2,2,1,2,1,0,0,0,1,2,Black
300157,1168.32373913043,2,1,1,1,1,0,0,0,1,5,White
300158,978.162202380952,2,2,1,2,1,0,0,0,2,4,Black
300159,752.020921985815,2,1,2,-2,0,0,0,0,-2,3,White
300160,474.536322869955,2,1,1,1,0,0,0,0,2,5,White
300161,1148.45550802139,1,2,2,-2,0,0,0,0,-2,2,Hispanic
300162,666.955107692307,2,1,1,1,0,0,0,0,2,1,White
300163,686.359578947368,2,1,2,-2,0,0,0,0,-2,3,White
300164,976.00303030303,2,1,2,-2,0,0,0,0,-2,6,White
300165,3025.06516587677,2,1,2,-2,0,0,0,0,-2,3,White
300166,580.189549549549,2,1,1,1,1,0,0,0,2,5,White
300167,719.765789473684,2,1,2,-2,0,0,0,0,-2,4,White
300168,896.000261780104,2,1,2,-2,0,0,0,0,-2,3,White
300169,911.554093959731,2,1,1,1,1,0,0,0,2,3,White
300170,1924.4040517241301,2,1,1,2,1,0,0,0,2,6,White
300171,1706.6544117647,2,1,1,2,0,0,0,0,1,3,White
300172,1364.14453781512,2,1,2,-2,0,0,0,0,-2,5,White
300173,790.89,2,1,1,2,1,0,0,0,2,5,White
300174,1585.3549090909,2,1,1,2,1,0,0,0,2,6,White
300175,1042.62691729323,2,1,1,2,0,0,0,0,1,5,White
300176,614.987678571428,2,1,1,1,1,0,0,0,2,5,White
300177,1276.53913043478,2,1,1,2,1,0,0,0,2,6,White
300178,631.564007936508,2,1,1,2,1,0,0,0,2,3,White
300179,1973.81709090909,2,1,2,-2,0,0,0,0,-2,6,White
300180,711.373893805309,1,4,1,2,0,0,0,0,1,3,Hispanic
300181,919.748580323785,2,1,2,-2,0,0,0,0,-2,5,White
300182,1033.79522012578,2,1,1,1,0,0,0,0,2,6,White
300183,1785.4377173913,2,1,2,-2,0,0,0,0,-2,4,White
300185,2095.52404494382,2,1,2,-2,0,0,0,0,-2,5,White
300186,858.580269230769,2,1,1,1,1,0,0,0,2,3,White
300187,978.68,2,1,2,-2,0,0,0,0,-2,2,White
300188,501.901355311355,2,1,2,-2,0,0,0,0,-2,4,White
300191,580.189549549549,2,1,4,-2,0,0,0,0,-2,5,White
300192,804.60679245283,2,3,5,-2,0,0,0,0,-2,4,Asian
300193,1294.3337037037,2,1,1,1,1,0,0,1,2,5,White
300194,794.446470588235,2,2,1,1,0,0,0,0,2,6,Black
300195,732.751276595744,2,1,1,2,1,0,0,0,2,6,White
300196,1787.12578947368,2,1,1,2,1,0,0,0,2,2,White
300197,877.572510121457,2,3,2,-2,0,0,0,0,-2,6,Asian
300198,1119.53931034482,2,1,4,-2,0,0,0,0,-2,3,White
300199,896.000261780104,2,1,1,2,1,0,0,0,2,3,White
300200,740.137700534759,1,1,2,-2,0,0,0,0,-2,3,Hispanic
300201,1715.70306306306,2,1,1,2,1,0,0,0,1,5,White
300202,848.424903474903,2,2,1,2,0,0,0,1,2,3,Black
300203,666.955107692307,2,1,2,-2,0,0,0,0,-2,6,White
300204,638.567350746268,2,1,1,1,1,0,0,0,2,3,White
300205,1374.52641221374,2,1,2,-2,0,0,0,0,-2,4,White
300206,442.154083601286,2,2,2,-2,0,0,0,0,-2,3,Black
300207,710.123333333333,2,3,2,-2,0,0,0,0,-2,5,Asian
300208,1361.98937007874,2,1,1,2,1,0,0,0,1,2,White
300209,442.154083601286,2,1,1,2,1,0,0,0,1,6,White
300210,3015.05128205128,2,1,2,-2,0,0,0,0,-2,5,White
300211,698.163063829787,2,1,2,-2,0,0,0,0,-2,5,White
300212,827.881516587677,2,1,1,1,0,0,0,0,2,4,White
300213,2178.92603174603,2,3,2,-2,0,0,0,0,-2,6,Asian
300215,710.123333333333,2,1,1,2,1,0,0,0,2,3,White
300216,1887.93647058823,2,1,1,2,1,0,0,0,2,5,White
300217,638.567350746268,2,4,1,2,1,0,0,0,2,2,other or multiple races
300218,501.901355311355,2,1,1,2,1,0,0,0,2,2,White
300219,1276.53913043478,1,1,2,-2,0,0,0,0,-2,3,Hispanic
300220,2661.11769230769,2,1,2,-2,0,0,0,0,-2,5,White
300221,858.580269230769,1,1,1,2,0,0,0,0,2,1,Hispanic
300222,1369.765,1,1,2,-2,0,0,0,0,-2,5,Hispanic
300223,607.868699551569,2,3,2,-2,0,0,0,0,-2,3,Asian
300224,957.107006369426,2,1,2,-2,0,0,0,0,-2,6,White
300225,816.408766519824,2,1,2,-2,0,0,0,0,-2,3,White
300226,2433.15027027027,2,1,2,-2,0,0,0,0,-2,5,White
300227,732.751276595744,2,1,1,2,1,0,0,0,2,3,White
300228,838.169779005525,2,1,1,2,1,0,0,0,2,5,White
300229,1166.45,2,3,5,-2,0,0,0,0,-2,5,Asian
300230,830.418606060606,2,1,2,-2,0,0,0,0,-2,6,White
300231,1024.67764705882,2,1,1,2,0,0,0,1,2,4,White
300232,1081.6302259887,2,1,1,2,1,0,0,0,2,3,White
300233,3025.06516587677,2,1,2,-2,0,0,0,0,-2,3,White
300234,637.1,2,1,1,1,0,0,0,0,2,2,White
300235,854.756291390728,2,1,1,2,1,0,0,0,2,4,White
300236,702.661897435897,2,1,2,-2,0,0,0,0,-2,5,White
300237,1230.57385826771,2,1,1,1,0,0,0,0,2,5,White
300238,1014.68577272727,2,4,2,-2,0,0,0,0,-2,4,other or multiple races
300239,643.046857142857,2,1,1,2,1,0,0,0,2,6,White
300240,711.571402877697,2,1,1,2,1,0,0,0,2,1,White
300241,1166.45,2,1,1,2,1,0,0,1,2,5,White
300242,561.782976190476,2,1,1,2,1,0,0,0,2,6,White
300243,903.160580357142,2,1,2,-2,0,0,0,0,-2,5,White
300244,920.116582914573,2,1,2,-2,0,0,0,0,-2,5,White
300245,598.638181818182,2,1,2,-2,0,0,0,0,-2,5,White
300246,1417.0124137931,2,1,1,2,1,0,0,0,2,5,White
300247,1882.92626506024,1,1,1,2,1,0,0,0,1,4,Hispanic
300248,2933.21910714285,1,1,1,2,1,0,0,0,2,5,Hispanic
300249,587.704919614148,2,1,1,1,0,0,0,0,2,3,White
300250,805.514705882353,2,1,2,-2,0,0,0,0,-2,6,White
300251,1374.52641221374,2,1,2,-2,0,0,0,0,-2,2,White
300252,1516.54354166666,2,1,1,2,0,0,0,0,2,6,White
300253,2721.81126760563,2,1,1,2,1,0,0,0,2,4,White
300254,607.868699551569,2,1,2,-2,0,0,0,0,-2,5,White
300255,896.000261780104,2,1,2,-2,0,0,0,0,-2,6,White
300256,877.572510121457,2,1,2,-2,0,0,0,0,-2,5,White
300257,686.359578947368,2,1,1,1,1,0,0,0,2,3,White
300258,947.346011904762,2,1,4,-2,0,0,0,0,-2,6,White
300259,1107.64051948051,1,1,2,-2,0,0,0,0,-2,4,Hispanic
300260,807.977454545454,2,1,2,-2,0,0,0,0,-2,4,White
300261,2833.2974137931,2,1,1,2,0,0,0,0,2,2,White
300262,528.266221374045,2,1,2,-2,0,0,0,0,-2,6,White
300263,1932.53809523809,2,1,1,2,1,0,0,1,2,5,White
300264,3029.94084507042,1,1,2,-2,0,0,0,0,-2,3,Hispanic
300265,559.157456445993,2,1,2,-2,0,0,0,0,-2,4,White
300266,1575.67382550335,2,1,2,-2,0,0,0,0,-2,5,White
300267,638.567350746268,2,1,2,-2,0,0,0,0,-2,4,White
300268,598.638181818182,2,1,2,-2,0,0,0,0,-2,2,White
300269,442.154083601286,1,1,1,1,0,0,0,0,2,5,Hispanic
300270,1583.49107913669,2,1,1,1,0,0,0,0,1,3,White
300271,1785.4377173913,2,2,3,-2,0,0,0,0,-2,3,Black
300272,2721.81126760563,2,1,1,2,1,0,0,0,1,3,White
300273,1028.74925806451,2,1,2,-2,0,0,0,0,-2,2,White
300274,1361.98937007874,2,1,2,-2,0,0,0,0,-2,3,White
300275,1575.67382550335,1,1,2,-2,0,0,0,0,-2,3,Hispanic
300276,1450.20449438202,2,1,1,2,1,0,0,0,2,6,White
300277,2677.61710144927,2,4,1,2,1,0,0,0,2,5,other or multiple races
300278,507.918926174496,2,1,1,2,1,0,0,0,2,3,White
300279,598.638181818182,2,1,2,-2,0,0,0,0,-2,6,White
300280,858.580269230769,2,1,2,-2,0,0,0,0,-2,1,White
300281,884.094460784313,2,1,1,2,0,0,0,0,2,5,White
300282,1170.25095588235,2,1,4,-2,0,0,0,0,-2,4,White
300283,1219.77460674157,2,1,2,-2,0,0,0,0,-2,3,White
300284,1220.42508620689,1,1,1,2,1,0,0,0,2,4,Hispanic
300285,1437.58727477477,2,1,2,-2,0,0,0,0,-2,3,White
300286,631.564007936508,2,1,2,-2,0,0,0,0,-2,2,White
300287,1374.52641221374,2,1,2,-2,0,0,0,0,-2,5,White
300288,1569.58272727272,2,1,1,2,0,0,0,1,2,3,White
300289,1208.76941080196,2,1,1,1,0,0,0,1,2,5,White
300290,1021.4125,2,1,2,-2,0,0,0,0,-2,3,White
300291,442.154083601286,1,1,2,-2,0,0,0,0,-2,2,Hispanic
300292,1021.4125,2,1,2,-2,0,0,0,0,-2,5,White
300293,1230.88258064516,2,1,2,-2,0,0,0,0,-2,5,White
300294,1271.37236842105,2,1,1,1,1,1,1,1,1,5,White
300295,3035.05428571428,2,1,2,-2,0,0,0,0,-2,5,White
300296,2080.6764556962,2,1,1,2,1,0,0,0,2,6,White
300297,715.49376146789,2,1,1,2,1,0,0,1,2,4,White
300298,805.514705882353,2,1,2,-2,0,0,0,0,-2,4,White
300299,1674.16653061224,2,1,1,2,0,0,0,0,2,1,White
300300,643.046857142857,2,2,2,-2,0,0,0,0,-2,5,Black
300301,2586.21829268292,2,1,1,1,1,0,0,0,2,5,White
300302,1148.45550802139,2,1,2,-2,0,0,0,0,-2,2,White
300303,884.094460784313,2,3,2,-2,0,0,0,0,-2,5,Asian
300304,1646.92868217054,2,1,2,-2,0,0,0,0,-2,6,White
300305,947.346011904762,2,1,2,-2,0,0,0,0,-2,4,White
300306,882.352606060606,2,4,1,2,0,1,0,0,2,3,other or multiple races
300307,1112.65689655172,2,1,1,2,1,0,0,0,2,3,White
300308,1028.74925806451,2,1,2,-2,0,0,0,0,-2,3,White
300309,711.373893805309,2,1,1,2,0,0,0,0,2,6,White
300310,1367.90560509554,2,4,1,1,1,0,0,0,2,4,other or multiple races
300311,848.424903474903,2,1,2,-2,0,0,0,0,-2,1,White
300312,711.571402877697,2,2,1,1,0,0,0,0,2,4,Black
300313,1425.29696969697,2,1,1,2,1,0,0,0,2,6,White
300314,935.36015936255,2,1,1,1,0,0,0,0,2,6,White
300315,615.241860465116,2,1,2,-2,0,0,0,0,-2,1,White
300316,1383.06762172284,2,1,2,-2,0,0,0,0,-2,6,White
300317,1276.53913043478,2,1,4,-2,0,0,0,0,-2,3,White
300318,1335.46115107913,2,1,2,-2,0,0,0,0,-2,1,White
300319,698.163063829787,2,1,1,2,1,0,0,0,2,3,White
300320,2933.21910714285,2,1,2,-2,0,0,0,0,-2,4,White
300321,501.901355311355,2,1,2,-2,0,0,0,0,-2,4,White
300322,2092.78142857142,2,1,1,2,1,0,0,1,2,3,White
300323,711.373893805309,2,1,2,-2,0,0,0,0,-2,5,White
300324,1208.76941080196,2,1,1,1,0,0,0,0,2,3,White
300325,985.790149253731,1,1,1,2,1,0,0,0,2,1,Hispanic
300326,1230.88258064516,2,1,2,-2,0,0,0,0,-2,6,White
300327,918.372872340425,2,1,1,1,1,0,0,0,2,5,White
300328,1191.68468468468,2,3,1,2,0,0,1,0,2,6,Asian
300329,711.373893805309,1,1,1,2,1,0,0,0,2,4,Hispanic
300330,615.241860465116,2,1,2,-2,0,0,0,0,-2,2,White
300331,709.852526315789,2,1,1,1,0,0,0,0,2,5,White
300332,623.674285714285,2,1,1,2,1,0,0,0,2,4,White
300333,735.379641255605,2,2,3,-2,0,0,0,0,-2,6,Black
300334,621.835784753363,2,1,2,-2,0,0,0,0,-2,2,White
300335,794.446470588235,2,1,1,2,0,1,0,0,2,2,White
300336,2136.74267605633,2,1,1,2,0,0,0,0,2,2,White
300337,919.748580323785,2,1,2,-2,0,0,0,0,-2,5,White
300338,877.572510121457,2,2,2,-2,0,0,0,0,-2,5,Black
300339,1339.75416666666,1,1,1,2,0,0,0,0,2,3,Hispanic
300340,1785.4377173913,2,1,2,-2,0,0,0,0,-2,5,White
300341,2842.03803571428,2,1,2,-2,0,0,0,0,-2,5,White
300342,598.638181818182,2,1,1,1,1,0,0,0,2,4,White
300343,2099.33171875,2,1,2,-2,0,0,0,0,-2,6,White
300344,709.852526315789,2,1,2,-2,0,0,0,0,-2,2,White
300345,1244.0838095238,2,2,2,-2,0,0,0,0,-2,3,Black
300346,2499.53571428571,1,4,1,1,1,0,0,0,2,5,Hispanic
300348,848.424903474903,2,1,2,-2,0,0,0,0,-2,4,White
300349,854.756291390728,2,1,1,2,1,1,0,0,2,6,White
300350,686.359578947368,2,1,1,1,0,0,0,0,2,3,White
300351,1383.06762172284,2,1,2,-2,0,0,0,0,-2,5,White
300352,711.571402877697,2,1,1,2,0,0,0,0,2,2,White
300353,1785.4377173913,2,1,1,2,0,0,0,0,1,2,White
300354,848.22081300813,2,4,2,-2,0,0,0,0,-2,5,other or multiple races
300355,919.748580323785,2,1,2,-2,0,0,0,0,-2,5,White
300356,1119.53931034482,2,1,2,-2,0,0,0,0,-2,2,White
300357,3035.05428571428,2,1,1,2,1,0,0,0,2,4,White
300358,1383.06762172284,2,1,2,-2,0,0,0,0,-2,6,White
300359,911.554093959731,2,1,1,1,0,0,0,0,2,3,White
300360,2236.87384615384,2,1,1,2,1,0,0,0,2,4,White
300361,1475.31077586206,2,3,2,-2,0,0,0,0,-2,6,Asian
300362,919.748580323785,2,1,1,1,1,0,0,0,2,4,White
300363,976.00303030303,2,1,1,1,1,0,0,0,2,6,White
300364,838.169779005525,2,3,1,2,0,0,0,0,2,2,Asian
300365,1645.71716535433,2,1,2,-2,0,0,0,0,-2,5,White
300366,935.36015936255,2,1,1,2,1,1,0,0,1,3,White
300367,577.992672413793,2,1,1,2,1,0,0,0,2,5,White
300368,1700.22743119266,2,1,1,2,1,0,0,0,2,6,White
300369,1932.53809523809,1,1,1,1,0,0,0,1,1,3,Hispanic
300370,3200.50172413793,2,1,1,2,1,0,0,0,2,3,White
300371,1516.54354166666,2,1,2,-2,0,0,0,0,-2,5,White
300372,848.22081300813,2,1,2,-2,0,0,0,0,-2,5,White
300373,1296.48522727272,2,1,2,-2,0,0,0,0,-2,5,White
300374,1623.66,2,2,1,2,1,0,0,0,2,5,Black
300375,711.373893805309,1,1,2,-2,0,0,0,0,-2,3,Hispanic
300376,1271.37236842105,1,1,2,-2,0,0,0,0,-2,4,Hispanic
300377,1383.06762172284,2,1,1,1,1,1,0,0,2,5,White
300378,474.536322869955,2,1,3,-2,0,0,0,0,-2,5,White
300379,816.408766519824,2,1,1,2,1,0,0,0,2,2,White
300380,882.352606060606,1,1,1,1,1,0,0,0,2,5,Hispanic
300381,1387.14545454545,2,1,2,-2,0,0,0,0,-2,3,White
300382,1208.76941080196,2,1,2,-2,0,0,0,0,-2,5,White
300383,830.418606060606,2,1,2,-2,0,0,0,0,-2,5,White
300384,1516.54354166666,1,1,1,1,0,0,0,1,1,5,Hispanic
300385,2475.51578947368,1,1,1,2,0,0,0,0,2,3,Hispanic
300386,1713.5919025522,2,1,2,-2,0,0,0,0,-2,4,White
300387,3959.3463414634102,2,1,2,-2,0,0,0,0,-2,5,White
300388,507.918926174496,2,1,2,-2,0,0,0,0,-2,3,White
300389,985.790149253731,2,1,1,2,1,0,0,0,2,3,White
300390,528.266221374045,2,1,2,-2,0,0,0,0,-2,5,White
300391,1706.6544117647,2,1,1,2,1,0,0,1,2,5,White
300392,1294.3337037037,2,1,1,2,1,0,0,0,2,5,White
300393,609.074125874126,2,1,1,2,0,0,0,0,2,4,White
300394,2833.2974137931,2,1,1,2,1,0,0,0,2,6,White
300395,1166.45,2,1,1,2,1,0,0,0,2,6,White
300396,816.408766519824,2,1,1,2,1,0,0,0,2,3,White
300397,1905.3395522388,2,1,2,-2,0,0,0,0,-2,5,White
300398,1643.25,2,1,1,2,0,0,0,1,2,4,White
300399,1417.69064516129,2,1,1,2,1,0,0,0,2,6,White
300400,538.198736842105,2,1,1,2,0,1,0,0,2,2,White
300401,1220.42508620689,2,1,2,-2,0,0,0,0,-2,5,White
300402,1516.54354166666,2,1,1,2,1,0,0,0,2,5,White
300403,1002.92050632911,2,1,1,2,0,0,0,1,1,6,White
300404,2943.7476056338,2,1,2,-2,0,0,0,0,-2,6,White
300405,3240.43971014492,2,1,2,-2,0,0,0,0,-2,5,White
300406,1383.06762172284,2,1,1,1,1,0,0,0,2,5,White
300407,908.275121951219,2,1,1,1,1,0,0,0,2,3,White
300408,709.852526315789,2,1,1,2,1,0,0,0,2,3,White
300409,1661.39722222222,2,1,1,2,1,0,0,0,2,5,White
300410,1464.00454545454,2,1,2,-2,0,0,0,0,-2,5,White
300411,1028.74925806451,2,1,2,-2,0,0,0,0,-2,1,White
300412,507.918926174496,2,1,2,-2,0,0,0,0,-2,5,White
300413,1208.76941080196,2,1,2,-2,0,0,0,0,-2,5,White
300414,1838.56246753246,1,3,2,-2,0,0,0,0,-2,3,Hispanic
