nsmoid,weight,hispan,race,mortgage_reason,sale_proceeds,savings_retire_etc,govt_np_asst,second_lien_heloc,gift,seller_cont,total_hh_inc,race_eth
333785,1369.765,2,4,1,2,1,0,0,0,2,6,other or multiple races
333786,1516.54354166666,2,1,1,2,1,0,0,1,2,5,White
333787,1425.29696969697,2,2,2,-2,0,0,0,0,-2,3,Black
333788,760.054480286738,2,1,1,2,1,0,0,0,1,4,White
333789,884.094460784313,2,1,2,-2,0,0,0,0,-2,6,White
333790,804.60679245283,2,1,2,-2,0,0,0,0,-2,3,White
333791,1713.5919025522,2,4,2,-2,0,0,0,0,-2,4,other or multiple races
333792,609.074125874126,2,1,1,2,0,0,0,0,2,5,White
333793,947.346011904762,2,1,1,2,1,0,0,0,2,3,White
333794,474.536322869955,2,1,1,1,0,0,0,0,2,3,White
333795,711.571402877697,2,1,2,-2,0,0,0,0,-2,6,White
333796,804.60679245283,2,1,2,-2,0,0,0,0,-2,4,White
333797,616.653972602739,2,1,1,2,1,0,0,0,2,2,White
333798,735.379641255605,2,1,1,2,0,0,1,0,2,6,White
333799,947.346011904762,2,1,2,-2,0,0,0,0,-2,6,White
333800,878.747368421052,2,1,2,-2,0,0,0,0,-2,2,White
333801,569.188636363636,2,1,2,-2,0,0,0,0,-2,3,White
333802,609.074125874126,2,1,1,2,0,1,0,0,2,2,White
333803,1148.45550802139,2,1,2,-2,0,0,0,0,-2,6,White
333804,2661.11769230769,2,1,2,-2,0,0,0,0,-2,5,White
333805,760.054480286738,2,1,2,-2,0,0,0,0,-2,5,White
333806,896.000261780104,2,1,1,1,1,0,0,0,2,3,White
333807,2236.87384615384,2,1,2,-2,0,0,0,0,-2,5,White
333808,1571.71781818181,2,1,1,1,0,0,0,0,2,4,White
333809,1292.63273584905,2,1,1,2,1,0,0,1,2,3,White
333810,587.704919614148,2,1,2,-2,0,0,0,0,-2,3,White
333811,920.116582914573,2,1,2,-2,0,0,0,0,-2,6,White
333812,1369.765,2,1,2,-2,0,0,0,0,-2,4,White
333813,1437.58727477477,2,1,1,2,1,0,0,0,2,5,White
333814,1715.70306306306,2,3,1,2,0,0,0,0,2,6,Asian
333815,711.373893805309,2,1,2,-2,0,0,0,0,-2,3,White
333816,1331.87908396946,2,1,1,2,0,0,0,0,2,3,White
333817,1181.72856115107,2,2,2,-2,0,0,0,0,-2,4,Black
333818,896.000261780104,2,1,2,-2,0,0,0,0,-2,5,White
333819,1208.76941080196,2,1,2,-2,0,0,0,0,-2,6,White
333821,1267.9797183098501,2,1,2,-2,0,0,0,0,-2,5,White
333822,1973.81709090909,2,1,2,-2,0,0,0,0,-2,6,White
333823,903.160580357142,2,2,1,2,1,0,0,0,2,4,Black
333824,711.571402877697,2,1,2,-2,0,0,0,0,-2,1,White
333825,920.116582914573,2,1,2,-2,0,0,0,0,-2,4,White
333826,907.819121621622,2,1,1,2,0,0,0,0,2,5,White
333827,807.977454545454,2,1,2,-2,0,0,0,0,-2,4,White
333828,2677.61710144927,2,1,1,2,1,0,0,0,2,6,White
333829,1156.14854961832,2,1,1,2,0,0,0,1,2,6,White
333830,694.31119266055,2,1,2,-2,0,0,0,0,-2,3,White
333831,623.674285714285,2,3,1,2,1,0,0,0,2,4,Asian
333832,978.549565217391,2,1,1,2,1,1,0,0,1,1,White
333833,740.137700534759,2,1,1,1,0,1,0,0,2,2,White
333834,3025.06516587677,2,4,2,-2,0,0,0,0,-2,3,other or multiple races
333835,711.373893805309,2,1,1,1,0,0,0,0,2,5,White
333836,719.765789473684,2,1,2,-2,0,0,0,0,-2,5,White
333837,561.782976190476,2,1,1,1,0,0,0,0,2,6,White
333838,3235.83425925925,2,1,1,1,0,0,0,0,2,3,White
333839,1369.765,2,3,3,-2,0,0,0,0,-2,3,Asian
333841,1645.71716535433,2,1,2,-2,0,0,0,0,-2,4,White
333842,1666.01274725274,1,1,1,2,1,0,0,0,2,3,Hispanic
333843,878.747368421052,2,1,2,-2,0,0,0,0,-2,6,White
333844,1026.83716535433,2,1,2,-2,0,0,0,0,-2,4,White
333845,976.187181818182,2,1,2,-2,0,0,0,0,-2,1,White
333846,1585.3549090909,2,1,1,1,0,0,0,0,2,5,White
333847,631.564007936508,2,1,2,-2,0,0,0,0,-2,3,White
333848,1905.3395522388,2,1,2,-2,0,0,0,0,-2,5,White
333849,1181.72856115107,1,1,1,1,1,0,0,0,2,4,Hispanic
333850,520.050731707317,2,1,1,2,1,0,0,1,2,4,White
333851,732.751276595744,2,1,1,2,0,0,0,1,2,4,White
333852,1220.42508620689,2,3,1,2,1,0,0,1,1,5,Asian
333853,907.819121621622,2,1,2,-2,0,0,0,0,-2,6,White
333854,580.189549549549,2,1,1,1,0,0,0,0,2,4,White
333855,700.158235294117,2,1,1,1,0,0,0,0,2,6,White
333856,1220.42508620689,2,1,2,-2,0,0,0,0,-2,4,White
333857,1339.75416666666,2,1,1,1,1,0,0,0,2,5,White
333858,3240.43971014492,2,1,1,2,1,0,0,0,2,4,White
333859,978.549565217391,2,4,2,-2,0,0,0,0,-2,1,other or multiple races
333860,609.074125874126,2,1,1,1,1,0,0,0,2,4,White
333861,921.287441860465,2,1,2,-2,0,0,0,0,-2,6,White
333862,580.189549549549,2,1,2,-2,0,0,0,0,-2,3,White
333863,928.587975460122,2,1,2,-2,0,0,0,0,-2,3,White
333864,501.901355311355,2,3,1,2,1,0,0,1,2,5,Asian
333865,976.187181818182,2,3,2,-2,0,0,0,0,-2,5,Asian
333866,442.154083601286,2,1,1,2,1,0,0,0,2,3,White
333867,711.571402877697,2,1,2,-2,0,0,0,0,-2,4,White
333868,882.352606060606,1,1,1,2,0,1,0,0,1,3,Hispanic
333869,709.852526315789,2,3,1,1,1,0,0,1,1,6,Asian
333870,1785.4377173913,2,1,1,1,1,0,0,0,2,5,White
333871,598.638181818182,2,2,2,-2,0,0,0,0,-2,3,Black
333872,1028.74925806451,2,1,2,-2,0,0,0,0,-2,3,White
333873,976.00303030303,2,1,2,-2,0,0,0,0,-2,5,White
333874,1230.57385826771,2,1,1,2,0,0,0,1,2,5,White
333875,893.763513513513,2,1,1,1,0,0,0,0,1,4,White
333876,507.918926174496,2,1,1,2,1,0,0,1,2,4,White
333877,919.748580323785,2,3,2,-2,0,0,0,0,-2,6,Asian
333878,893.763513513513,2,1,1,2,1,1,0,1,2,2,White
333879,1293.01951219512,2,1,1,1,0,0,0,0,2,6,White
333881,1583.49107913669,2,1,1,2,1,0,0,0,2,2,White
333882,903.160580357142,2,1,1,2,1,0,0,0,2,6,White
333883,1112.94,2,1,1,1,1,0,0,0,2,4,White
333884,1292.92058823529,2,1,1,2,0,0,0,0,2,6,White
333885,700.158235294117,2,1,1,1,1,0,0,0,2,4,White
333886,911.554093959731,2,3,1,1,0,0,0,0,2,4,Asian
333887,2933.21910714285,2,1,2,-2,0,0,0,0,-2,5,White
333888,903.160580357142,2,1,2,-2,0,0,0,0,-2,6,White
333889,816.408766519824,2,1,2,-2,0,0,0,0,-2,3,White
333890,735.379641255605,2,1,1,1,0,0,0,0,2,3,White
333891,1383.06762172284,2,1,2,-2,0,0,0,0,-2,6,White
333892,1706.6544117647,2,1,2,-2,0,0,0,0,-2,3,White
333893,854.756291390728,2,1,1,1,0,0,0,0,2,6,White
333894,1151.24469135802,2,1,1,2,1,0,0,0,2,5,White
333895,587.704919614148,2,1,1,1,0,0,0,0,2,5,White
333896,1372.71915789473,1,1,1,1,0,0,0,0,1,5,Hispanic
333897,877.572510121457,2,4,2,-2,0,0,0,0,-2,6,other or multiple races
333898,1208.76941080196,2,1,1,1,1,0,0,0,2,6,White
333899,1112.94,2,1,1,2,1,0,0,0,2,4,White
333900,1623.66,2,1,2,-2,0,0,0,0,-2,6,White
333902,911.554093959731,2,1,1,1,0,0,0,0,1,3,White
333903,1002.92050632911,2,1,1,2,0,0,0,0,2,5,White
333904,1786.20923913043,2,1,2,-2,0,0,0,0,-2,4,White
333905,893.763513513513,1,1,1,2,1,0,0,0,1,4,Hispanic
333906,976.00303030303,1,1,2,-2,0,0,0,0,-2,5,Hispanic
333907,789.484886877828,2,1,2,-2,0,0,0,0,-2,3,White
333908,2661.11769230769,1,1,1,2,1,0,0,1,2,3,Hispanic
333909,978.162202380952,2,1,2,-2,0,0,0,0,-2,1,White
333910,1713.5919025522,2,1,2,-2,0,0,0,0,-2,3,White
333911,978.68,2,3,1,2,1,0,1,1,2,6,Asian
333912,884.094460784313,2,1,1,2,0,0,0,1,2,5,White
333913,1112.65689655172,2,1,1,1,1,0,0,0,2,5,White
333914,1012.99489361702,2,1,2,-2,0,0,0,0,-2,5,White
333915,1619.09913043478,2,4,1,2,0,1,0,0,1,3,other or multiple races
333916,1905.3395522388,2,1,2,-2,0,0,0,0,-2,3,White
333917,526.449966777408,2,1,1,1,0,0,0,0,2,5,White
333918,1905.3395522388,2,1,2,-2,0,0,0,0,-2,5,White
333919,587.704919614148,2,1,2,-2,0,0,0,0,-2,5,White
333920,903.160580357142,2,3,1,2,1,0,0,0,2,5,Asian
333921,1645.71716535433,2,1,2,-2,0,0,0,0,-2,3,White
333922,1219.77460674157,2,1,2,-2,0,0,0,0,-2,3,White
333923,631.564007936508,2,1,1,2,1,0,0,0,2,4,White
333924,577.992672413793,2,1,1,1,0,0,0,0,2,3,White
333925,976.00303030303,2,1,1,2,1,0,0,0,2,6,White
333926,1123.18054545454,2,1,1,2,1,0,0,0,2,4,White
333927,937.545099337748,2,1,1,2,1,0,0,0,2,3,White
333928,1208.76941080196,2,1,2,-2,0,0,0,0,-2,5,White
333929,1024.67764705882,2,1,1,1,0,0,0,0,2,4,White
333930,918.3816,2,1,2,-2,0,0,0,0,-2,6,White
333931,1460.40467391304,2,1,1,1,0,0,0,0,2,6,White
333932,804.405672268907,2,1,1,2,1,0,0,0,2,4,White
333933,1924.4040517241301,2,1,1,2,1,0,0,1,2,4,White
333934,1619.09913043478,2,1,1,2,1,0,0,0,1,6,White
333935,838.169779005525,2,1,1,2,0,0,0,0,2,2,White
333936,1339.75416666666,2,1,4,-2,0,0,0,0,-2,5,White
333937,878.747368421052,2,1,1,1,1,0,0,0,2,6,White
333938,1464.00454545454,2,1,2,-2,0,0,0,0,-2,5,White
333939,1785.4377173913,2,1,1,1,0,0,0,0,2,5,White
333940,2721.81126760563,2,1,1,2,1,0,0,1,2,5,White
333941,1024.67764705882,2,1,2,-2,0,0,0,0,-2,5,White
333942,3200.50172413793,2,1,1,2,1,0,0,1,2,3,White
333943,709.852526315789,2,2,2,-2,0,0,0,0,-2,5,Black
333944,609.074125874126,2,1,2,-2,0,0,0,0,-2,2,White
333945,1028.74925806451,2,1,2,-2,0,0,0,0,-2,1,White
333946,3196.11833333333,1,1,2,-2,0,0,0,0,-2,1,Hispanic
333947,621.835784753363,2,3,1,2,1,0,0,0,2,6,Asian
333948,1425.29696969697,2,1,1,2,1,0,0,0,1,3,White
333949,760.054480286738,2,1,2,-2,0,0,0,0,-2,2,White
333950,1026.83716535433,2,3,2,-2,0,0,0,0,-2,6,Asian
333951,1042.62691729323,2,1,1,2,1,0,0,0,2,5,White
333952,715.49376146789,2,1,5,-2,0,0,0,0,-2,4,White
333953,919.748580323785,2,2,2,-2,0,0,0,0,-2,6,Black
333954,896.000261780104,2,1,1,2,0,0,0,0,2,2,White
333955,893.763513513513,2,1,1,2,1,0,0,0,2,1,White
333956,878.747368421052,1,1,1,2,1,0,0,0,2,6,Hispanic
333957,1706.6544117647,2,1,2,-2,0,0,0,0,-2,3,White
333958,616.653972602739,2,3,1,1,1,1,1,1,1,4,Asian
333959,752.020921985815,2,1,2,-2,0,0,0,0,-2,6,White
333960,615.241860465116,2,3,1,2,1,1,0,1,2,3,Asian
333961,3740.63454545454,2,1,2,-2,0,0,0,0,-2,1,White
333962,3025.06516587677,2,1,5,-2,0,0,0,0,-2,4,White
333963,882.352606060606,2,1,1,1,1,0,0,0,2,5,White
333964,700.158235294117,2,1,1,1,0,0,0,0,2,5,White
333965,735.379641255605,2,1,2,-2,0,0,0,0,-2,1,White
333966,607.868699551569,2,1,2,-2,0,0,0,0,-2,4,White
333967,569.188636363636,2,1,2,-2,0,0,0,0,-2,4,White
333968,569.188636363636,2,1,2,-2,0,0,0,0,-2,6,White
333969,1364.14453781512,2,1,1,2,1,0,0,1,2,5,White
333970,848.424903474903,2,1,1,1,1,0,0,1,2,3,White
333971,1364.14453781512,2,1,1,1,0,1,0,0,2,4,White
333972,732.751276595744,2,1,1,2,1,0,0,0,2,6,White
333973,1029.46553398058,2,1,1,2,1,0,0,1,2,3,White
333974,978.68,2,1,1,2,1,0,0,0,2,4,White
333975,709.852526315789,2,1,1,2,1,0,0,0,2,2,White
333976,666.955107692307,2,1,2,-2,0,0,0,0,-2,6,White
333977,805.514705882353,2,1,1,1,0,0,0,0,2,3,White
333978,614.987678571428,2,1,2,-2,0,0,0,0,-2,3,White
333979,976.768,2,1,2,-2,0,0,0,0,-2,6,White
333980,623.674285714285,2,1,2,-2,0,0,0,0,-2,3,White
333981,501.901355311355,2,1,2,-2,0,0,0,0,-2,2,White
333982,2677.61710144927,2,1,2,-2,0,0,0,0,-2,5,White
333983,848.424903474903,2,1,1,2,1,0,0,0,2,1,White
333984,1148.45550802139,2,1,1,1,1,0,0,0,2,2,White
333985,2080.6764556962,2,1,1,2,0,0,0,1,2,5,White
333986,884.094460784313,1,1,1,2,1,0,0,0,2,5,Hispanic
333987,1580.04807692307,2,1,1,2,1,0,0,0,2,6,White
333988,1932.53809523809,2,1,1,2,1,0,0,0,1,4,White
333989,740.137700534759,2,1,1,1,1,0,0,1,2,5,White
333990,1208.76941080196,2,1,2,-2,0,0,0,0,-2,5,White
333991,643.046857142857,2,1,1,2,1,0,0,0,2,1,White
333992,526.449966777408,2,3,1,2,1,0,0,1,2,5,Asian
333993,1882.92626506024,2,1,1,1,1,0,0,0,2,2,White
333994,804.405672268907,2,2,2,-2,0,0,0,0,-2,3,Black
333995,1829.35781609195,2,1,1,2,0,0,0,0,2,4,White
333996,947.346011904762,2,1,2,-2,0,0,0,0,-2,5,White
333997,1208.76941080196,2,3,2,-2,0,0,0,0,-2,6,Asian
333998,976.768,2,1,1,2,1,0,0,0,2,5,White
333999,1713.5919025522,2,1,1,2,1,0,0,0,2,4,White
334000,2674.00078125,1,1,1,2,1,0,0,1,2,6,Hispanic
334001,827.881516587677,2,1,2,-2,0,0,0,0,-2,2,White
334002,638.567350746268,2,1,1,1,0,0,0,0,2,5,White
334003,700.158235294117,2,1,2,-2,0,0,0,0,-2,4,White
334004,985.790149253731,2,1,2,-2,0,0,0,0,-2,4,White
334005,1267.9797183098501,2,1,1,1,1,0,0,0,2,4,White
334006,1787.52702702702,2,1,2,-2,0,0,0,0,-2,6,White
334007,1168.32373913043,2,3,2,-2,0,0,0,0,-2,4,Asian
334008,848.22081300813,2,1,2,-2,0,0,0,0,-2,6,White
334009,785.563414634146,2,1,1,1,1,0,0,0,2,6,White
334010,858.580269230769,2,1,1,1,1,0,0,0,2,1,White
334011,2833.2974137931,1,1,1,1,0,0,0,0,2,6,Hispanic
334012,985.790149253731,2,1,2,-2,0,0,0,0,-2,5,White
334013,598.638181818182,2,1,2,-2,0,0,0,0,-2,3,White
334014,816.408766519824,2,1,2,-2,0,0,0,0,-2,4,White
334015,827.881516587677,2,1,1,1,0,0,0,0,2,5,White
334016,1369.765,2,1,4,-2,0,0,0,0,-2,3,White
334017,794.446470588235,2,1,2,-2,0,0,0,0,-2,3,White
334018,715.49376146789,2,1,2,-2,0,0,0,0,-2,6,White
334019,1331.87908396946,2,4,2,-2,0,0,0,0,-2,5,other or multiple races
334020,1713.5919025522,2,1,2,-2,0,0,0,0,-2,5,White
334021,1267.9797183098501,2,1,1,2,0,0,0,1,2,1,White
334022,1585.3549090909,2,1,2,-2,0,0,0,0,-2,5,White
334023,1650.82595238095,2,1,1,2,1,1,0,1,2,5,White
334024,631.564007936508,2,1,2,-2,0,0,0,0,-2,4,White
334025,3959.3463414634102,1,1,1,2,1,0,0,1,1,4,Hispanic
334026,804.60679245283,2,1,2,-2,0,0,0,0,-2,5,White
334027,442.154083601286,2,1,2,-2,0,0,0,0,-2,3,White
334028,1131.54621621621,2,1,1,1,1,0,0,0,2,6,White
334029,976.187181818182,2,1,1,2,1,0,0,0,2,5,White
334030,561.782976190476,2,1,1,1,1,0,0,0,2,4,White
334031,1619.09913043478,2,1,1,2,1,0,0,0,2,3,White
334032,919.748580323785,2,1,2,-2,0,0,0,0,-2,3,White
334033,1383.06762172284,2,1,1,2,1,0,0,1,2,4,White
334034,1575.67382550335,2,1,2,-2,0,0,0,0,-2,5,White
334035,1112.65689655172,2,1,5,-2,0,0,0,0,-2,6,White
334036,694.31119266055,2,1,2,-2,0,0,0,0,-2,5,White
334037,3959.3463414634102,1,1,2,-2,0,0,0,0,-2,6,Hispanic
334038,2933.21910714285,1,1,2,-2,0,0,0,0,-2,6,Hispanic
334039,5062.13793103448,2,1,1,1,1,0,0,0,1,4,White
334040,1437.58727477477,2,1,2,-2,0,0,0,0,-2,1,White
334041,1364.14453781512,2,1,1,1,1,0,0,0,2,5,White
334042,947.346011904762,2,1,1,1,0,0,0,0,2,1,White
334043,858.580269230769,2,2,2,-2,0,0,0,0,-2,3,Black
334044,1170.25095588235,2,1,2,-2,0,0,0,0,-2,4,White
334045,1081.6302259887,2,1,2,-2,0,0,0,0,-2,2,White
334046,919.748580323785,1,1,1,1,0,0,0,0,2,4,Hispanic
334047,896.000261780104,1,1,1,2,0,0,0,1,1,5,Hispanic
334048,700.158235294117,2,1,2,-2,0,0,0,0,-2,2,White
334049,2661.11769230769,2,1,2,-2,0,0,0,0,-2,3,White
334050,607.868699551569,1,1,2,-2,0,0,0,0,-2,2,Hispanic
334051,561.782976190476,2,2,1,2,0,0,0,0,2,5,Black
334052,710.123333333333,2,1,2,-2,0,0,0,0,-2,4,White
334053,616.653972602739,2,1,2,-2,0,0,0,0,-2,1,White
334054,1664.8153488372,2,2,2,-2,0,0,0,0,-2,5,Black
334055,1367.90560509554,2,1,1,1,0,0,0,1,1,4,White
334056,978.68,2,1,2,-2,0,0,0,0,-2,6,White
334057,794.446470588235,2,1,2,-2,0,0,0,0,-2,2,White
334058,3350.54461538461,2,1,1,2,1,0,0,0,2,4,White
334059,1267.9797183098501,2,1,2,-2,0,0,0,0,-2,6,White
334061,1136.56162921348,2,1,1,2,0,0,0,1,2,3,White
334062,735.379641255605,2,1,2,-2,0,0,0,0,-2,6,White
334063,1383.06762172284,2,3,1,1,1,0,0,0,2,6,Asian
334064,1028.74925806451,2,2,2,-2,0,0,0,0,-2,3,Black
334065,1335.46115107913,2,1,1,1,1,0,0,1,2,3,White
334066,528.266221374045,1,4,2,-2,0,0,0,0,-2,5,Hispanic
334067,918.372872340425,2,1,4,-2,0,0,0,0,-2,5,White
334068,1643.25,2,1,1,2,1,0,0,0,2,5,White
334069,816.408766519824,2,1,2,-2,0,0,0,0,-2,6,White
334070,501.901355311355,2,1,1,2,0,0,0,1,2,2,White
334071,804.60679245283,2,1,1,2,1,0,0,0,2,5,White
334072,1623.66,2,1,1,2,1,0,0,0,2,5,White
334073,3025.06516587677,2,1,1,1,0,0,0,0,2,6,White
334074,919.748580323785,2,2,1,2,1,0,0,1,2,6,Black
334075,609.074125874126,2,1,1,1,1,0,0,0,2,3,White
334076,1437.58727477477,1,1,2,-2,0,0,0,0,-2,4,Hispanic
334077,1713.5919025522,2,1,2,-2,0,0,0,0,-2,3,White
334078,740.137700534759,2,1,2,-2,0,0,0,0,-2,5,White
334080,957.107006369426,1,1,2,-2,0,0,0,0,-2,4,Hispanic
334081,3740.63454545454,2,1,1,2,1,0,0,0,2,5,White
334082,752.020921985815,2,1,2,-2,0,0,0,0,-2,4,White
334083,1131.54621621621,2,1,2,-2,0,0,0,0,-2,3,White
334084,609.074125874126,2,1,1,1,1,0,0,0,2,2,White
334085,1569.58272727272,2,1,2,-2,0,0,0,0,-2,5,White
334086,1112.94,2,2,2,-2,0,0,0,0,-2,3,Black
334087,561.782976190476,2,1,2,-2,0,0,0,0,-2,5,White
334088,919.748580323785,2,1,1,1,1,0,0,0,2,6,White
334089,561.782976190476,1,4,2,-2,0,0,0,0,-2,5,Hispanic
334090,1464.00454545454,2,1,2,-2,0,0,0,0,-2,4,White
334091,700.158235294117,2,1,1,1,1,0,0,0,2,5,White
334092,1645.71716535433,2,1,2,-2,0,0,0,0,-2,2,White
334093,854.756291390728,2,1,1,2,0,0,1,0,2,5,White
334094,666.955107692307,2,1,2,-2,0,0,0,0,-2,3,White
334095,711.373893805309,2,1,1,2,1,0,0,0,2,3,White
334096,1475.31077586206,2,3,1,2,1,0,0,0,2,5,Asian
334097,1484.66034246575,1,1,2,-2,0,0,0,0,-2,4,Hispanic
334098,3015.05128205128,2,1,1,1,1,1,1,1,1,1,White
334099,2096.8206,2,2,1,2,1,0,0,0,2,2,Black
334100,1387.14545454545,1,1,1,1,0,1,0,0,2,5,Hispanic
334101,1973.69639175257,2,1,1,2,1,0,0,0,2,6,White
334102,1358.10813084112,2,1,2,-2,0,0,0,0,-2,4,White
334103,1292.92058823529,2,4,2,-2,0,0,0,0,-2,6,other or multiple races
334104,884.094460784313,2,2,2,-2,0,0,0,0,-2,3,Black
334105,1484.66034246575,1,1,2,-2,0,0,0,0,-2,5,Hispanic
334106,3196.11833333333,2,1,1,2,1,0,0,0,2,2,White
334107,1113.29147540983,2,1,1,2,1,0,0,1,2,4,White
334108,2178.92603174603,1,1,1,2,1,0,0,1,2,5,Hispanic
334109,957.107006369426,2,1,2,-2,0,0,0,0,-2,6,White
334110,3235.83425925925,2,1,1,2,1,0,0,0,2,4,White
334111,719.765789473684,2,1,4,-2,0,0,0,0,-2,4,White
334112,615.241860465116,2,1,2,-2,0,0,0,0,-2,5,White
334113,1028.74925806451,2,1,2,-2,0,0,0,0,-2,1,White
334114,528.266221374045,2,1,1,1,1,0,0,0,2,3,White
334115,1361.98937007874,2,1,2,-2,0,0,0,0,-2,3,White
334116,1296.48522727272,2,2,1,2,1,0,0,0,2,3,Black
334117,648.307522123893,2,1,1,1,0,0,0,0,2,4,White
334118,1124.26923076923,2,1,1,2,1,0,0,0,2,6,White
334119,609.074125874126,2,1,1,2,1,0,0,0,2,3,White
334120,2890.11385714285,2,1,4,-2,0,0,0,0,-2,3,White
334121,1387.14545454545,2,1,2,-2,0,0,0,0,-2,5,White
334122,1103.0313253012,2,1,1,2,1,0,0,0,2,5,White
334123,1203.03247058823,2,1,1,1,0,0,0,0,1,5,White
334124,569.188636363636,2,1,2,-2,0,0,0,0,-2,2,White
334125,2049.07921568627,2,1,1,2,1,0,0,0,2,4,White
334126,580.189549549549,2,1,4,-2,0,0,0,0,-2,6,White
334127,1580.04807692307,2,1,2,-2,0,0,0,0,-2,5,White
334128,1645.71716535433,1,1,1,2,0,1,0,0,2,5,Hispanic
334129,450.919436619718,2,1,1,2,0,0,0,0,2,5,White
334130,1358.10813084112,2,1,1,1,1,0,0,0,2,6,White
334131,1012.99489361702,2,1,1,2,1,0,0,0,2,6,White
334132,507.918926174496,2,1,1,1,1,0,0,0,2,6,White
334133,2913.87970588235,1,1,1,2,1,0,0,0,1,3,Hispanic
334134,1028.74925806451,2,3,2,-2,0,0,0,0,-2,6,Asian
334135,760.054480286738,2,3,1,2,0,0,0,0,2,4,Asian
334136,760.054480286738,2,1,2,-2,0,0,0,0,-2,3,White
334137,976.187181818182,2,1,2,-2,0,0,0,0,-2,1,White
334138,621.835784753363,2,1,1,2,1,0,0,0,2,5,White
334139,1230.88258064516,2,1,1,2,0,0,0,0,2,3,White
334140,1002.92050632911,2,1,1,2,0,0,0,0,2,3,White
334141,1713.5919025522,2,1,1,2,0,0,0,0,2,5,White
334142,848.424903474903,2,1,1,2,1,0,0,0,2,5,White
334143,1417.69064516129,2,1,2,-2,0,0,0,0,-2,4,White
334144,919.748580323785,2,2,1,2,1,0,0,0,2,3,Black
334145,638.567350746268,2,1,1,2,0,0,0,1,2,3,White
334146,709.852526315789,1,1,1,2,1,0,0,0,2,2,Hispanic
334147,1028.74925806451,2,2,1,2,1,0,0,0,2,2,Black
334148,1583.49107913669,2,1,1,2,1,0,0,1,2,5,White
334149,1191.68468468468,2,1,1,1,0,0,0,0,2,6,White
334150,919.748580323785,1,1,1,1,1,0,0,0,2,6,Hispanic
334151,1661.39722222222,2,2,1,2,0,1,0,0,2,2,Black
334152,631.564007936508,2,1,1,1,0,0,0,0,2,4,White
334153,538.198736842105,2,1,1,2,1,0,0,1,2,5,White
334154,587.704919614148,2,4,1,2,1,0,0,0,2,6,other or multiple races
334155,474.536322869955,1,1,2,-2,0,0,0,0,-2,4,Hispanic
334156,919.748580323785,2,1,2,-2,0,0,0,0,-2,3,White
334158,637.1,2,1,1,1,0,0,0,0,2,3,White
334159,794.446470588235,2,1,2,-2,0,0,0,0,-2,1,White
334160,621.835784753363,2,1,1,2,1,0,0,0,2,4,White
334162,580.189549549549,2,1,2,-2,0,0,0,0,-2,4,White
334163,3822.63813953488,1,1,2,-2,0,0,0,0,-2,3,Hispanic
334164,935.36015936255,2,1,1,1,1,0,0,0,2,4,White
334165,1219.77460674157,2,1,1,2,1,0,0,1,2,5,White
334166,1437.58727477477,2,1,2,-2,0,0,0,0,-2,3,White
334167,666.955107692307,2,1,2,-2,0,0,0,0,-2,5,White
334168,907.819121621622,2,1,2,-2,0,0,0,0,-2,5,White
334169,538.198736842105,2,1,2,-2,0,0,0,0,-2,2,White
334170,621.835784753363,2,1,2,-2,0,0,0,0,-2,5,White
334171,878.747368421052,2,1,2,-2,0,0,0,0,-2,5,White
334172,804.60679245283,2,3,1,2,1,0,0,1,1,5,Asian
334173,919.748580323785,2,1,1,1,1,0,0,0,2,4,White
334174,732.751276595744,2,1,1,2,1,0,0,0,2,5,White
334175,976.00303030303,2,4,2,-2,0,0,0,0,-2,4,other or multiple races
334176,1646.92868217054,2,1,2,-2,0,0,0,0,-2,5,White
334177,919.748580323785,2,3,2,-2,0,0,0,0,-2,6,Asian
334178,559.157456445993,2,4,5,-2,0,0,0,0,-2,2,other or multiple races
334179,615.241860465116,2,1,2,-2,0,0,0,0,-2,5,White
334180,937.545099337748,2,1,1,2,1,0,0,0,2,6,White
334181,1113.29147540983,2,1,1,1,1,0,1,0,2,5,White
334182,732.751276595744,2,1,2,-2,0,0,0,0,-2,4,White
334183,740.137700534759,2,1,1,1,0,0,0,0,2,5,White
334184,919.748580323785,2,1,2,-2,0,0,0,0,-2,3,White
334185,559.157456445993,2,1,2,-2,0,0,0,0,-2,3,White
334186,1267.9797183098501,2,3,2,-2,0,0,0,0,-2,3,Asian
334187,587.704919614148,2,1,1,1,0,0,0,0,2,3,White
334188,971.286292134831,2,1,2,-2,0,0,0,0,-2,5,White
334189,1425.29696969697,2,3,1,2,1,0,1,0,2,6,Asian
334190,609.074125874126,2,1,2,-2,0,0,0,0,-2,1,White
334191,1014.68577272727,2,1,1,2,1,0,0,0,2,4,White
334192,740.137700534759,2,1,1,2,0,0,0,0,2,2,White
334193,637.1,2,1,1,2,0,0,0,0,2,4,White
334194,614.987678571428,2,1,2,-2,0,0,0,0,-2,5,White
334195,1924.4040517241301,2,1,1,2,1,0,0,0,2,3,White
334196,2136.74267605633,2,1,1,2,0,0,0,1,1,6,White
334197,1230.57385826771,2,1,1,1,0,0,0,0,2,5,White
334198,937.545099337748,2,1,1,2,0,0,0,1,2,3,White
334199,1294.3337037037,2,1,1,2,1,0,0,0,2,5,White
334200,760.054480286738,2,3,2,-2,0,0,0,0,-2,5,Asian
334201,1028.74925806451,2,2,2,-2,0,0,0,0,-2,2,Black
334202,978.68,2,1,1,2,1,0,0,1,2,3,White
